Clave,Nombre,Latitud,Longitud
24037,LAS MORITAS,21.785,-98.9177777778
24038,LOS PILARES,22.45,-101.0833333333
24039,MAITINEZ,22.3722222222,-99.2875
24040,MATEHUALA (SMN),23.6805555556,-100.6444444444
24041,MATEHUALA (DGE),23.65,-100.6333333333
24042,MEXQUITIC,22.28,-101.125
24043,MICOS,22.1180555556,-99.1666666667
24044,MOCTEZUMA (DGE),22.7519444444,-101.0833333333
24045,NOGAL OSCURO,22.0258333333,-100.1777777778
24046,OJO CALIENTE,21.8497222222,-100.7622222222
24047,OJO DE AGUA,22.1338888889,-99.54
24048,VALLEJO,23.1144444444,-101.5458333333
24049,PAPAGAYOS,22.3722222222,-99.455
24050,PAREDES,21.7083333333,-100.0097222222
24051,PASO DE SAN ANTONIO,22.0169444444,-100.375
24052,PASTORA,22.1327777778,-100.0577777778
24053,CIUDAD SANTOS,21.5041666667,-98.5647222222
24054,PEDRO MONTOYA,21.6511111111,-99.8305555556
24055,PE?ON BLANCO,22.4863888889,-101.7911111111
24056,PONCIANO ARRIAGA,22.2136111111,-98.985
24057,PRESA DE GUADALUPE,22.8588888889,-100.1516666667
24058,PRESA PALOMAS,22.1833333333,-99.65
24059,VILLA DE RAMOS II,22.8319444444,-101.9125
24060,RAYON,21.8419444444,-99.6408333333
24061,RINCON DEL PORVENIR,22.3197222222,-101.1766666667
24062,RIOVERDE (OBS),21.9213888889,-99.9963888889
24063,SAN ANTONIO DE GUAYABOS,21.6891666667,-99.4716666667
24064,SAN DIEGUITO,22.0119444444,-99.2163888889
24065,SAN FELIPE,21.9822222222,-98.9319444444
24066,SAN FRANCISCO,22.0755555556,-99.8652777778
24067,SAN JOSE ALBURQUERQUE,21.845,-100.4866666667
24068,SAN JUAN DEL MECO,22.6194444444,-99.6205555556
24069,SAN LUIS POTOSI (DGE),22.1527777778,-100.9772222222
24070,SAN LUIS POTOSI (OBS),22.2075,-101.0222222222
24071,SAN NICOLAS TOLENTINO,22.2477777778,-100.5530555556
24072,SANTA CRUZ,21.7016666667,-99.0416666667
24073,LA REFORMA,22.7566666667,-101.6469444444
24074,SANTA MARIA DEL REFUGIO,23.7333333333,-101.2244444444
24075,SANTA MARIA DEL RIO (DGE),21.7975,-100.7361111111
24076,SANTA ROSA,22.0063888889,-99.0544444444
24077,SANTO DOMINGO,23.3277777778,-101.7369444444
24078,SANTIAGO,21.8736111111,-101.2677777778
24079,SANTIAGUILLO,21.8177777778,-98.945
24080,S.L.C.A. PONCIANO ARRIAGA,22.0166666667,-98.9666666667
24081,SOLEDAD DE GRACIANO,22.1830555556,-100.9408333333
24082,TAMAPATZ,21.6125,-99.1166666667
24084,TANCUILIN,21.3916666667,-98.875
24085,TANQUIAN DE ESCOBEDO,21.6172222222,-98.6527777778
24086,TANLACUT,21.675,-99.2916666667
24087,TANLAJAS,21.6666666667,-98.8844444444
24088,TANTIZOHUICHE,21.8058333333,-98.9916666667
24090,TANZABACA,21.6602777778,-99.2194444444
24091,TEMAMATLA,21.2411111111,-98.7588888889
24092,TIERRA BLANCA,21.225,-98.8916666667
24093,TIERRA NUEVA,21.6669444444,-100.5727777778
24094,VANEGAS,23.8852777778,-100.9513888889
24095,VELAZCO,22.1833333333,-98.5611111111
24096,VENADO,22.9202777778,-101.095
24097,VIGAS,21.8094444444,-99.8544444444
24098,EL MEZQUITE,22.6716666667,-100.9155555556
24099,ARISTA,22.65,-100.85
24100,VILLA DE ARRIAGA (DGE),21.9133333333,-101.3844444444
24101,VILLA DE REYES,21.8038888889,-100.9333333333
24102,VILLA HIDALGO,22.45,-100.6833333333
24103,VILLA JUAREZ,22.3252777778,-100.27
24104,VICHINCHIJOL,22.0036111111,-98.4605555556
24105,XILITLA,21.3855555556,-98.9905555556
24106,ZARAGOZA,22.0375,-100.7319444444
24107,EL PE?ON,22.3219444444,-98.87
24108,EL TULILLO,22.23,-98.4122222222
24109,MOCTEZUMA (SMN),22.75,-101.0833333333
24110,OJO DE AGUA SECO,21.8597222222,-100.0763888889
24111,SAN LUIS POTOSI (SMN),22.1497222222,-100.975
24112,SANTA MARIA DEL RIO (SMN),21.8,-100.7333333333
24113,SAN VICENTE,21.6891666667,-98.6091666667
24114,RIOVERDE (DGE),21.9547222222,-99.9963888889
24115,CARDENAS (SMN),21.9966666667,-99.6438888889
24116,CIUDAD DEL MAIZ (SMN),22.3983333333,-99.6041666667
24117,AGUA BUENA (DGE),21.95,-99.4
24122,CHAPULUACANITO,21.2202777778,-98.6744444444
24123,LAS GARZAS,22.0277777778,-99.0463888889
24124,SAN JOSE DE LIMON,22.0219444444,-98.6363888889
24125,TLAMAYA,21.4308333333,-99.0083333333
24127,VILLA DE ARRIAGA (SMN),21.9091666667,-101.3827777778
24128,PRONAPADE,21.7622222222,-100.9747222222
24129,PROM.AGROP. 023 LA BRIGADA,21.9738888889,-99.9825
24130,GRANJENAL,22.3922222222,-100.0661111111
24132,E.T.A. 055 EL NARANJO,22.5333333333,-99.3333333333
24133,LA GLORIA,21.8358333333,-98.8166666667
24134,E.T.A. 156 SANTA MARIA DEL RIO,21.8,-100.7333333333
24135,E.T.A. 170 TANQUIAN DE ESCOBED,21.5833333333,-98.6833333333
24136,TANLU,21.6333333333,-99.2583333333
24137,VEINTE DE NOVIEMBRE,21.76,-99.27
24138,TAMAZUNCHALE,21.2972222222,-98.7883333333
24139,TAMUIN (DGE),22.0769444444,-98.8119444444
24140,TAMUIN (OBS),22.0166666667,-98.7836111111
24141,E.T.A. 214 SAN VICENTE TANCUAY,21.8,-98.6
24142,LA PRESA,23.4983333333,-100.7197222222
24144,LA CARDONCITA,23.5927777778,-100.9033333333
24145,LAGUNA SECA,23.2361111111,-100.9533333333
24146,LA VICTORIA,23.6347222222,-101.3938888889
24147,JESUS MARIA,23.1544444444,-102.1922222222
24148,SALINAS DE HIDALGO,22.6288888889,-101.7166666667
24149,SANTA ELENA,21.8902777778,-98.8541666667
24150,GUANAME,22.8522222222,-101.2488888889
24151,SAN JUAN DEL SALADO,23.3130555556,-101.9594444444
24152,SAUZ DE CALERA,22.8652777778,-102.1902777778
24153,COLONIA BENITO JUAREZ,22.245,-100.9116666667
24154,SAN FRANCISCO II,23.3041666667,-101.4288888889
24155,ESCUELA DE AGRONOMIA,22.2333333333,-100.85
24156,BUENAVISTA,22.3522222222,-99.0386111111
24157,ZARAGOZA,23.6458333333,-100.7011111111
24158,CHARCAS (SMN),23.1305555556,-101.1102777778
24159,LA MORITA,22.3627777778,-99.8641666667
24160,COYOTILLOS,23.2855555556,-101.2108333333
24161,LA HERRRADURA,23.0294444444,-101.75
24162,EL CARMEN,23.3622222222,-100.5541666667
24163,BLEDOS,21.8380555556,-101.1158333333
24164,LLANO DEL CARMEN,22.8594444444,-100.6886111111
24165,SAN JOSE DE CORONADOS,23.5944444444,-100.91
24166,VILLA DE RAMOS I,22.9283333333,-101.9111111111
24167,MATLAPA (OBS),21.3266666667,-98.8388888889
24168,BUENAVISTA,22.5980555556,-100.1447222222
24169,BUENAVISTA,23.4227777778,-100.7916666667
24170,EL CHARCO,22.0166666667,-100.3316666667
24171,HUIZACHAL,21.7708333333,-99.9147222222
24172,MANANTIAL DE MEDIA LUNA,21.8636111111,-100.0280555556
24173,PRESA ALVARO OBREGON,22.1805555556,-99.6527777778
24174,PUERTO DE LOBOS,22.4852777778,-99.5627777778
24175,EL SALADO,24.2838888889,-100.7841666667
24176,SAN JUAN DE TUZAL,23.1480555556,-101.3430555556
24177,SANTA CATARINA,22.0530555556,-100.4588888889
24179,XOCONOXTLE,22.0983333333,-100.71
24180,CA?ADA VERDE,23.06,-101.12
24181,EL ASTILLERO,23.4133333333,-100.7441666667
24182,TAMPAMOLON,21.5608333333,-98.8191666667
24183,EL TULE,22.8252777778,-101.1522222222
24186,HUICHIHUAYAN,21.4716666667,-98.9716666667
24187,TEPEYAC,22.6619444444,-99.9061111111
24188,CORONADO,22.9233333333,-100.9413888889
24189,EL HOSPITAL,23.2422222222,-101.2158333333
24190,LA LIBERTAD,22.4119444444,-99.8469444444
24191,SAN ANTONIO DEL MEZQUITE,23.1644444444,-101.8858333333
24192,SAN FRANCISCO DE LA DICHA,22.7694444444,-100.8872222222
24193,SAN JOSE DE TAPANCO,21.7680555556,-99.9069444444
24194,SAN RAFAEL,23.0216666667,-101.9430555556
24195,LAS TABLAS,22.2561111111,-99.8630555556
24196,EL TORO,22.8366666667,-101.4916666667
24197,EL TERRERO,22.4,-100.8866666667
24199,EL ESTRIBO,22.43,-99.3066666667
24200,TEPEMICHE,21.4916666667,-98.6491666667
24201,GOLONDRINAS,22.1591666667,-100.4019444444
26001,AGUA PRIETA,31.3258333333,-109.5488888889
26002,ALAMOS,27.0333333333,-108.95
26004,ARIVECHI,28.9291666667,-109.1908333333
26005,ARIZPE,30.3358333333,-110.1675
26006,BACADEHUACHI,29.8072222222,-109.14
26007,BACANUCHI,30.5988888889,-110.2386111111
26008,BANAMICHI,30.0036111111,-110.215
26009,BATACOSA,27.5294444444,-109.4011111111
26010,VILLA JUAREZ,27.1255555556,-109.8419444444
26011,BABIACORA,29.7166666667,-110.15
26012,BAVISPE (SMN),30.4802777778,-108.9397222222
26013,CANANEA (DGE),30.9819444444,-110.3005555556
26014,COMPA?IA MINERA CANANEA (S.A.),30.9166666667,-110.3333333333
26015,CANDIDO (CFE),28.65,-109.1
26016,CARBO,29.6841666667,-110.955
26017,CAZANTE,26.7166666667,-108.9166666667
26018,CIUDAD OBREGON (DGE),27.4813888889,-109.9380555556
26019,CIANO,27.0119444444,-109.4922222222
26020,CIUDAD OBREGON (OBS),27.4833333333,-109.9166666667
26021,COCORAQUE,27.415,-109.6283333333
26022,COLONIA MORELOS,30.825,-109.2216666667
26023,COLONIA OAXACA,30.7297222222,-109.0563888889
26024,PRESA ADOLFO RUIZ CORTINEZ (CO,27.2488888889,-109.0583333333
26025,CUCURPE,30.3305555556,-110.7061111111
26026,CHUSPASCLILLAS,28.6933333333,-111.5041666667
26027,EL BENJAMIN,28.55,-111.4666666667
26028,EL CARRIZAL,29.0919444444,-111.7333333333
26029,CIUDAD CUBIL (CFE),28.6333333333,-108.75
26030,EL DESEMBOQUE,29.5333333333,-112.4
26031,EL NOVILLO (CFE),28.9769444444,-109.6380555556
26032,EL OREGANO,29.2297222222,-110.7061111111
26033,EL PLOMO,31.25,-112.1
26034,ETCHOJOA,26.9069444444,-109.6291666667
26035,FELIX GOMEZ,29.8366666667,-111.4788888889
26036,FRONTERAS,30.8975,-109.5588888889
26037,GOLFO DE SANTA CLARA,31.6833333333,-114.5
26038,ATIL,30.8436111111,-111.5838888889
26041,QUITOVAC II,31.5277777778,-112.7322222222
26042,SAN ANTONIO,27.35,-108.6666666667
26043,HORNOS,27.7130555556,-109.9041666667
26044,HUATABAMPO,26.8275,-109.6422222222
26045,IMURIS (SMN),30.7833333333,-110.85
26046,LA COLORADA,28.8019444444,-110.5766666667
26047,LA DURA,28.3833333333,-109.55
26048,LA ESTRELLA,28.9491666667,-109.6397222222
26049,GUADALUPE (CFE),28.9469444444,-108.7455555556
26050,LAS PANELAS,27.4119444444,-108.8766666667
26051,EL LINDERO,26.8786111111,-109.4108333333
26052,MAZATAN,29.0036111111,-110.1377777778
26053,MINAS NUEVAS,27.0594444444,-109.0063888889
26054,MOCTEZUMA,29.8,-109.6833333333
26055,MULATOS (SMN),28.6588888889,-108.7480555556
26056,MUMUNCUARA,26.8066666667,-109.4022222222
26057,NACO,31.3269444444,-109.9477777778
26058,NACORI GRANDE,29.0666666667,-110.05
26059,NACOZARI (SMN),30.3744444444,-109.6875
26060,NACHUQUIS,27.0769444444,-109.5427777778
26061,NAVOJOA,27.0719444444,-109.4433333333
26062,NOGALES (DGE),31.3186111111,-110.9458333333
26063,NURI,28.0333333333,-109.3833333333
26064,OPODEPE,29.9261111111,-110.6272222222
26066,PALO VERDE,28.7955555556,-111.3655555556
26067,NACORI CHICO (CFE),29.6883333333,-108.9813888889
26068,PRESA ALVARO OBREGON,27.8230555556,-109.8858333333
26069,PRESA LA ANGOSTURA,30.4416666667,-109.3855555556
26070,GUAYMAS (FFCC),28.0833333333,-110.85
26071,PUERTO LIBERTAD,29.9088888889,-112.685
26072,PUERTO PE?ASCO (SMN),31.3166666667,-113.5369444444
26073,PUNTA DE AGUA I,28.4441666667,-110.3697222222
26074,QUEROBABI,30.0505555556,-111.0213888889
26075,QUIRIEGO (SMN),27.5194444444,-109.2530555556
26076,RIITO,32.1333333333,-114.9013888889
26077,SAHUARIPA,29.0552777778,-109.2327777778
26078,SAHUARIPA  (CFE),29.0727777778,-109.2394444444
26079,SAN ARTURO,28.4,-111.4833333333
26080,SAN BERNARDO (SMN),27.3986111111,-108.8438888889
26081,SAN BERNARDO (DGE),27.4,-108.8666666667
26082,SAN ISIDRO,28.8261111111,-111.6588888889
26083,SAN JAVIER,28.5941666667,-109.7383333333
26084,SAN JORGE,28.6666666667,-111.6
26085,SAN JOSE,28.8383333333,-111.6616666667
26086,SAN LUIS RIO COLORADO (SMN),32.4333333333,-114.7333333333
26087,SAN LUIS RIO COLORADO (DGE),32.4761111111,-114.7619444444
26088,SAN PEDRO DE LA CUEVA (CFE),29.2833333333,-109.7333333333
26089,SANTA ANA (DGE),30.55,-111.1333333333
26090,PRESA ABELARDO RODRIGEZ,29.0827777778,-110.9194444444
26091,PRESA ADOLFO RUIZ CORTINEZ,27.2269444444,-109.1075
26092,PRESA CUAUHTEMOC,30.8705555556,-111.515
26093,PITIQUITO,30.6977777778,-112.1
26094,SANTA ROSA,28.4727777778,-109.1061111111
26095,SASABE,31.4736111111,-111.5455555556
26096,SONOITA,31.8613888889,-112.8544444444
26097,TAJITOS,30.95,-112.35
26098,TESIA,27.1711111111,-109.3583333333
26099,TESOCOMA,27.6583333333,-109.2125
26100,TESOPACO,27.8408333333,-109.3675
26101,TONICHI,28.6,-109.5666666667
26102,TRES HERMANOS,27.1936111111,-109.1955555556
26103,TRINCHERAS,30.3994444444,-111.5308333333
26104,CIUDAD OBREGON (FFCC),27.5,-110
26105,URES (SMN),29.4333333333,-110.3833333333
26106,VALLE TACUPETO,28.7975,-109.1644444444
26107,VICAM (SMN),27.5841666667,-110.3244444444
26108,YAVAROS I,26.7166666667,-109.5333333333
26109,YECORA (SMN),28.3666666667,-108.9333333333
26110,TEONADEPA,29.9916666667,-109.7958333333
26111,C.I.P.E.S. CARBO,29.6833333333,-110.95
26112,SANTA AMELIA,28.0425,-110.6705555556
26113,C.I.P.E.S. R GRANADA,29.6833333333,-110.9833333333
26114,C.I.P.E.S. RANCHO SAN LUIS,29.5575,-111.0736111111
26115,IMURIS (DGE),30.7769444444,-110.8608333333
26116,PRESA LA ANGOSTURA,30.45,-109.4
26117,PRESA PLUTARCO ELIAS CALLES,28.9811111111,-109.6311111111
26118,PUERTO PE?ASCO (DGE),31.35,-113.5833333333
26119,QUITOVAC I,31.5166666667,-112.75
26121,URES (DGE),29.4269444444,-110.3922222222
26122,VICAM (DGE),27.5833333333,-110.3166666667
26123,YECORA (DGE),28.3713888889,-108.9277777778
26125,SUAQUI GRANDE (SMN),28.4,-109.8833333333
26126,CANANEA (FFCC),30.9666666667,-110.3333333333
26127,CARBO (FFCC),29.6833333333,-110.95
26128,IMURIS (FFCC),30.75,-110.8666666667
26129,HUATABAMPO (FFCC),26.8333333333,-109.65
26130,NACO (FFCC),31.3333333333,-109.95
26131,NAVOJOA (FFCC),27.0808333333,-109.4452777778
26132,NOGALES (SMN),31.25,-110.8333333333
26133,NOGALES (FFCC),31.2902777778,-110.935
26134,SANTA ANA (SMN),30.5408333333,-111.1163888889
26135,SANTA ANA (FFCC),30.5425,-111.1213888889
26136,VICAM (FFCC),27.6486111111,-110.2952777778
26138,HERMOSILLO I (DGE),29.0730555556,-110.9591666667
26139,HERMOSILLO II (DGE),29.0988888889,-110.9541666667
26140,HERMOSILLO (FFCC),29.0958333333,-110.9247222222
26141,CANANEA I (SMN),30.9833333333,-110.3
26142,MAGDALENA (FFCC),30.65,-110.95
26145,BACOACHI (SMN),30.6319444444,-109.97
26150,AGUA PRIETA (FFCC),31.3333333333,-109.55
26151,AGUA ZARCA (FFCC),31.1730555556,-110.9666666667
26152,BENJAMIN HILL (FFCC),30.5333333333,-111.1166666667
26153,CORRAL (FFCC),27.6288888889,-109.9661111111
26154,EMPALME (FFCC),27.9536111111,-110.8175
26155,ESPERANZA (FFCC),28.6519444444,-109.8838888889
26156,ESQUEDA (FFCC),30.7213888889,-109.5897222222
26157,FRONTERAS (FFCC),30.9,-109.5666666667
26158,LLANO (FFCC),30.3616666667,-111.1022222222
26159,LUIS (FFCC),26.5783333333,-109.1619444444
26160,EL VIVERO,30.6269444444,-110.9675
26161,MORENO (FFCC),28.5,-110.6666666667
26162,ORTIZ (FFCC),28.2833333333,-110.7
26163,QUEROBABI (FFCC),30.0513888889,-111.0241666667
26164,SANTA CRUZ (FFCC),31.2283333333,-110.5933333333
26165,TORRES (FFCC),28.765,-110.7694444444
26166,NACOZARI (FFCC),30.3166666667,-109.6833333333
26173,CANANEA II (SMN),30.975,-110.2916666667
26174,CAMPO EXPERIMENTAL UNISON,29.0144444444,-111.1322222222
26175,E.T.A. 058 CANANEA,30.9916666667,-110.3083333333
26176,MASIACA,26.7702777778,-109.2316666667
26177,FRANCISCO (FFCC),27.9833333333,-110.9666666667
26178,ARROYO HONDO,26.7619444444,-108.7833333333
26179,BAHIA DE KINO,28.8227777778,-111.9366666667
26180,EL CAJON,29.4722222222,-110.7363888889
26181,RAYON,29.7105555556,-110.5705555556
26182,PESQUEIRA,29.3802777778,-110.8961111111
26183,QUIRIEGO (DGE),27.525,-109.25
26184,NACORI CHICO,29.6833333333,-108.9833333333
26185,BACANORA,28.9825,-109.4002777778
26186,EL TAPIRO,30.2358333333,-109.8166666667
26188,VILLA HIDALGO,30.05,-109.3333333333
26189,RANCHO BAHIA,30.6125,-113.0166666667
26190,RUSBAYO,30.9166666667,-109.2666666667
26192,CABULLONA,31.1483333333,-109.5413888889
26193,SINAHUISA,26.9183333333,-109.4533333333
26194,SAN PEDRO,27.0258333333,-109.6236111111
26195,SANTA CARMELA,28.9833333333,-111.35
26196,MARIA DEL CARMEN,28.9036111111,-111.555
26197,EL VERANITO,26.9836111111,-109.2230555556
26198,MAZOCAHUI,29.5408333333,-110.1194444444
26199,PUEBLO DE ALAMOS,29.2044444444,-110.1402777778
26200,SANTA CRUZ,31.2333333333,-110.6
26201,TECORIPA,28.625,-109.9525
26202,TEPACHE,29.5347222222,-109.5316666667
26205,BACERAC,30.3552777778,-108.9316666667
26206,ALTAR (OBS),30.7283333333,-111.8361111111
26209,MULATOS (DGE),28.6666666667,-108.75
26210,NACOZARI (DGE),30.3666666667,-109.6833333333
26211,YAVAROS II,26.7047222222,-109.5186111111
26212,PUERTO LIBERTAD (CFE),29.9111111111,-112.6872222222
26213,CUMURIPA,28.1516666667,-109.9077777778
26214,HUEPAC,29.9127777778,-110.2133333333
26215,EL LLANO,30.3622222222,-111.1022222222
26216,SARACACHI,30.55,-110.5666666667
26217,QUECHEHUELA,27.2647222222,-109.9452777778
26222,DIVISADEROS,29.6155555556,-109.4694444444
26223,PUNTA DE AGUA II,28.4733333333,-110.31
26224,BAVISPE (DGE),30.4833333333,-108.9333333333
26227,EJIDO ISLITAS,32.3527777778,-114.9141666667
26228,LOS ALGODONES,27.505,-108.735
26229,BAREBAMPO,27.2902777778,-109.3547222222
26230,BURAPACO,27.4705555556,-108.875
26231,LAS CABA?AS,30.9969444444,-110.0066666667
26232,LA CEBOLLA,30.7416666667,-111.1583333333
26233,CIBUTA,31.0611111111,-110.9
26234,COCHIBAMPO,27.1722222222,-108.8266666667
26235,COLONIA YAQUI,27.7766666667,-109.9044444444
26236,GRANADOS,29.8563888889,-109.3055555556
26237,VALLE DE YAQUI KM. 024,27.6188888889,-110.0022222222
26238,FRONTERAS KM. 047,30.95,-109.5388888889
26239,MAGDALENA I,30.6333333333,-110.9666666667
26240,MATAPE,29.1138888889,-109.9661111111
26241,MERESICHIC,30.0305555556,-110.675
26242,MOVAS,28.1611111111,-109.4427777778
26243,PRESA COMAQUITO,30.8202777778,-110.7102777778
26244,RANCHO VIEJO,29.1266666667,-110.3147222222
26245,REBEIQUITO,28.9319444444,-109.7483333333
26246,EL SAHUARAL,28.3366666667,-111.2763888889
26247,SAHUARIBO,27.3533333333,-108.675
26248,LA SANGRE,30.6658333333,-111.405
26249,SANTA ROSA,30.3947222222,-111.4452777778
26250,SARIC,31.1044444444,-111.38
26251,TERAPA,29.6816666667,-109.6527777778
26252,BACOACHI (DGE),30.6333333333,-109.9666666667
26254,CEDROS,27.7616666667,-109.2883333333
26255,EL CLARO,30.4519444444,-111.2061111111
26256,COBACHI,28.8966666667,-110.25
26257,COLONIA ARIBABI,30.07,-109.0886111111
26258,LA MESA DE TRES RIOS,29.8430555556,-108.7119444444
26259,CUMERAL,30.8877777778,-110.85
26260,DON,26.4238888889,-109.025
26261,TORRES (DGE),28.7686111111,-110.7694444444
26262,EL FRESNAL,30.8119444444,-110.7125
26263,GUISAMOPA,28.6461111111,-109.1075
26264,LA MISA,28.3769444444,-110.5308333333
26265,ONAVAS,28.4622222222,-109.5263888889
26266,LA RANCHERIA,29.3088888889,-109.6166666667
26267,SAN ISIDRO DE CABORCA,30.8025,-112.42
26268,SAN JOSE DE PIMAS,28.7133333333,-110.3483333333
26269,SAN NICOLAS,28.4313888889,-109.1819444444
26270,SANTA ROSALIA,29.125,-110.4772222222
26271,SINOQUIPE,30.1555555556,-110.245
26272,SUAQUI GRANDE (DGE),28.3947222222,-109.8902777778
26273,TARACHI,28.8083333333,-108.9369444444
26274,TOPAHUE,29.2708333333,-110.6358333333
26275,EL TUFANITO,28.1597222222,-109.6891666667
26276,TURICACHI,30.6627777778,-109.5936111111
26277,YOCOQUIHUA,26.8155555556,-108.9980555556
26279,C.B.T.A. 161 URES,29.4255555556,-110.3794444444
26281,CUATRO MILPAS,30.3980555556,-111.0969444444
26282,JUPARE,26.8019444444,-109.7019444444
26283,RANCHO AQUITUNA,30.4727777778,-110.7041666667
26284,SAN ANTONIO DE LA HUERTA,28.6302777778,-109.6102777778
26285,MAYCOBA,28.3916666667,-108.6594444444
26286,MAGDALENA II,30.615,-110.9488888889
26287,BACHOCO,27.5616666667,-109.8458333333
26288,EL YESO,30.5988888889,-110.8958333333
26289,HUACHINERA,30.2105555556,-108.9572222222
26290,HUASABAS,29.9033333333,-109.3
26291,ACONCHI,29.825,-110.2261111111
26292,GUAYMAS 4-P-6,27.55,-110.5
26293,SAN IGNACIO RIO MUERTO 4-P-12,27.4130555556,-110.2469444444
26294,CARCAMO,27.3530555556,-109.8594444444
26295,CABORCA,30.7155555556,-112.1591666667
26296,POTAM,27.6238888889,-110.4166666667
26297,PORFIRIO DIAZ,27.5983333333,-109.9302777778
26298,CALLE SEISCIENTOS,27.4094444444,-110.0375
26299,CALLE MIL DOSCIENTOS,27.3,-109.9683333333
26300,VALLE DE YAQUI KM. 014,27.7066666667,-109.8963888889
26301,VALLE DE YAQUI KM. 025,27.3541666667,-110.0355555556
26302,VALLE DE YAQUI KM. 039,27.5602777778,-109.8738888889
26303,VALLE DE YAQUI KM. 058,27.4469444444,-110.0161111111
26304,VALLE DE YAQUI KM. 068,27.4547222222,-110.0361111111
26305,VALLE DE YAQUI KM. 081,27.5402777778,-109.8444444444
26306,KM. 91 + 600 PALO ALTO,27.2916666667,-109.3583333333
26307,VALLE DE YAQUI KM. 105,27.7180555556,-109.9216666667
26308,PESQUEIRA (CESUES),29.3808333333,-110.9005555556
26309,SOYOPA,28.75,-109.6344444444
26310,PELICANO,28.5386111111,-111.3861111111
26312,TACUPETO (CFE),28.2577777778,-109.2994444444
26313,EL MOLINITO,29.2133333333,-110.7286111111
26314,CERRO COLORADO (CFE),26.7669444444,-108.8216666667
26315,ONAVAS (CFE),28.4666666667,-109.5333333333
26329,SAN FRANCISCO,28.15,-110.6866666667
26402,BASCONCOBE,26.95,-109.6666666667
26403,CALLE DOSCIENTOS,27.4838888889,-110.0130555556
26405,ZAMORITA,29.3211111111,-110.8744444444
27001,BALANCAN DE DOMINGUEZ (SMN),17.81,-91.5366666667
27002,BENITO JUAREZ,18.4172222222,-92.8
27003,BLASILLO,18.0452777778,-93.9666666667
27004,BOCA DEL CERRO,17.4494444444,-91.4930555556
27006,BUENAVISTA,17.6377777778,-91.2747222222
27007,CENTRO EXPERIMENTAL W-75,18.0013888889,-93.6191666667
27008,CARDENAS,18.0011111111,-93.3763888889
27009,COMALCALCO (DGE),18.2472222222,-93.22
27010,CUNDUACAN,18.0666666667,-93.175
27011,DOS PATRIAS,17.6133333333,-92.7983333333
27012,EMILIANO ZAPATA,17.7419444444,-91.7630555556
27013,ENCRUCIJADA,18.25,-93.55
27014,ESCUELA DE INGENIERIA,18.0166666667,-92.9333333333
27015,FRANCISCO RUEDA,17.8366666667,-93.9416666667
27016,FRONTERA A. OBREGON,18.5336111111,-92.6338888889
27017,HUIMANGUILLO (DGE),17.8291666667,-93.3916666667
27018,HUIMANGUILLO (SMN),17.8666666667,-93.4666666667
27019,JALAPA,17.7233333333,-92.8116666667
27020,JALPA DE MENDEZ,18.1716666667,-93.045
27021,MACTUN,17.7566666667,-91.2925
27022,MACUSPANA KM. 262,17.6305555556,-92.5361111111
27024,LA HUASTECA,17.52,-92.9266666667
27026,LA VENTA,18.0977777778,-94.0455555556
27027,LOMAS ALEGRES,17.5888888889,-92.7013888889
27028,JONUTA,18.0919444444,-92.1388888889
27029,MACULTEPEC,18.1436111111,-92.8583333333
27030,MACUSPANA (DGE),17.7566666667,-92.605
27031,MACUSPANA (SMN),17.75,-92.6
27032,MEZCALAPA,17.6472222222,-93.3972222222
27033,MOSQUITERO,17.7333333333,-93.6333333333
27034,PARAISO,18.3955555556,-93.2122222222
27035,PAREDON,17.7552777778,-93.3844444444
27036,PASO DE CUNDUACAN,18.0672222222,-93.1755555556
27037,PUEBLO NUEVO,17.8541666667,-93.8791666667
27038,REFORMA,18.3036111111,-93.0680555556
27039,SAMARIA,17.9975,-93.2786111111
27040,SAN PEDRO,17.7916666667,-91.1583333333
27041,SANTA ROSALIA,18.0877777778,-93.3497222222
27042,TAPIJULAPA,17.4611111111,-92.7775
27043,TACOTALPA,17.6,-92.8166666667
27044,TEAPA (DGE),17.5488888889,-92.9533333333
27045,TEAPA (SMN),17.5666666667,-92.9666666667
27046,TENOSIQUE (DGE),17.4733333333,-91.4266666667
27047,TENOSIQUE (SMN),17.4725,-91.4266666667
27048,TEPETITAN,17.82,-92.3733333333
27049,TEQUILA,17.72,-92.8063888889
27050,TRES BRAZOS,18.3841666667,-92.6
27051,TULIPAN,18.1083333333,-93.345
27052,TUPILCO,18.4255555556,-93.4402777778
27053,VICENTE GUERRERO,18.3908333333,-92.8833333333
27054,VILLAHERMOSA (DGE),17.9966666667,-92.9283333333
27055,VILLAHERMOSA (SMN),17.9833333333,-92.9166666667
27056,BALANCAN DE DOMINGUEZ (DGE),17.8052777778,-91.5363888889
27057,COMALCALCO (SMN),18.2666666667,-93.2166666667
27059,EL TRIUNFO,17.9366666667,-91.1772222222
27060,GONZALEZ,17.9738888889,-93.7683333333
27061,PUYACATENGO,17.5133333333,-92.92
27063,APATZINGAN,17.6038888889,-91.0688888889
27065,DOS MONTES,17.9877777778,-92.825
27067,E.T.A. 063 BENITO JUAREZ,17.8330555556,-92.5425
27068,CAMPO EXP. PUYACATENGO,17.5272222222,-92.9305555556
27069,CHABLE,17.8552777778,-91.7825
27070,OXOLOTAN,17.3805555556,-92.75
27071,AQUILES SERDAN,17.8041666667,-92.4833333333
27073,POBLADO C-09,18.1747222222,-93.4888888889
